duration,src_bytes,dst_bytes,count,dst_host_srv_count,labels
0,1208,2449,1,30,0
0,1,0,25,9,0
2,12840,1853,1,142,1
0,0,0,206,24,0
0,0,0,150,13,0
0,320,2459,1,255,1
0,0,0,189,2,0
0,8,173,1,6,1
0,0,0,42,65,0
0,0,0,12,13,0
0,0,0,23,18,0
0,1032,0,511,82,0
9,0,5151049,1,13,0
0,0,0,115,16,0
0,1,0,1,1,0
26883,3716,9210,1,1,1
0,183,0,2,18,1
0,319,31512,28,255,1
0,6,140,1,6,1
0,0,0,1,1,0
0,0,0,224,17,0
0,748,0,1,7,1
4270,145,105,1,2,1
0,216,9146,17,255,1
1,105,146,2,253,1
0,8,0,1,50,0
0,43,132,51,254,1
0,295,2168,15,255,1
0,0,0,284,19,0
0,1032,0,217,217,0
0,234,285,11,255,1
0,0,0,296,2,0
0,0,0,2,15,1
0,0,0,31,8,0
0,1032,0,511,224,0
0,249,1678,1,241,1
0,0,0,116,11,0
0,0,0,282,18,0
0,266,5455,2,255,1
0,520,0,446,151,0
0,0,0,280,11,0
1,637,390,1,24,1
0,305,261,10,255,1
0,0,0,179,15,0
0,0,0,145,13,0
0,1874,0,6,72,1
0,183,0,3,9,1
0,567,0,4,89,1
0,256,755,1,255,1
0,0,0,1,41,1
0,0,0,276,16,0
0,0,0,252,24,0
0,12324,0,2,68,1
0,0,0,119,9,0
0,0,0,128,8,0
0,0,0,1,71,1
0,300,5973,1,255,1
0,185,1466,9,255,1
0,10,0,1,11,1
0,0,0,197,16,0
0,8,0,1,123,0
0,1032,0,511,77,0
2,2194619,0,6,6,1
0,283,12505,2,255,1
0,8,0,1,61,0
0,8,0,1,80,0
0,0,0,24,1,0
0,22,0,1,58,1
0,237,1349,21,255,1
5111,146,105,2,2,1
0,1602,336,1,149,1
0,225,1645,4,255,1
0,0,0,235,4,0
0,296,431,6,255,1
0,245,1601,13,255,1
0,286,810,33,255,1
1,123,2053,1,52,0
0,316,1195,2,255,1
0,28,0,76,75,0
0,304,2739,7,255,1
0,264,6257,6,255,1
6915,147,105,5,1,1
0,0,0,226,1,0
21,114,9527,1,1,1
0,1032,0,40,40,0
0,2671,385,1,63,1
0,158,5321,2,255,1
0,0,0,274,14,0
0,288,16282,3,255,1
0,42,42,5,214,1
0,225,2663,5,255,1
0,284,1676,25,255,1
0,230,1162,2,255,1
0,244,1086,4,255,1
0,0,0,1,255,1
0,0,0,191,2,0
0,0,0,1,1,0
0,251,271,4,248,1
0,0,0,2,1,0
0,251,2572,2,255,1
0,223,10907,9,255,1
0,0,0,212,5,0
0,322,1789,14,255,1
0,567,0,1,53,1
0,268,370,7,255,1
0,0,0,80,11,0
0,48,48,1,45,1
0,516,4,172,172,1
0,0,0,129,5,0
0,0,0,109,20,0
0,333,5241,14,255,1
0,325,274,2,249,1
0,48,48,1,28,1
0,0,0,119,18,0
0,323,6015,1,255,1
0,322,4287,21,255,1
0,0,0,318,1,0
0,245,0,1,128,1
0,0,0,241,6,0
0,2459,0,1,30,1
0,8,0,1,202,0
0,579,337,1,188,1
0,211,2058,11,255,1
0,0,0,511,1,0
0,0,0,274,13,0
0,31,0,1,18,1
0,0,0,246,13,0
0,30,0,1,17,0
0,276,3801,13,255,1
411,398,11542,1,111,1
0,0,0,272,12,0
0,0,0,216,8,0
0,225,616,4,255,1
0,0,0,118,4,0
0,0,0,15,48,0
0,199,885,15,255,1
0,2463,331,1,146,1
0,204,6479,25,255,1
0,0,0,273,5,0
0,2895,14208,1,2,1
0,355,535,18,219,1
0,0,0,1,12,1
0,0,0,228,2,0
0,0,0,1,1,0
0,42,42,209,255,1
0,0,0,260,15,0
0,0,0,20,6,0
0,42,73,183,255,1
39730,1,0,2,2,0
0,206,30113,4,255,1
0,182,0,2,5,1
5,1296,330,1,243,1
0,0,0,263,7,0
0,1,0,63,59,0
0,0,0,254,1,0
0,641,0,2,103,1
0,48,48,6,4,1
0,0,0,1,1,0
0,0,0,330,1,0
0,337,658,9,255,1
0,2476,330,1,11,1
0,315,7685,2,255,1
0,0,0,293,1,0
0,231,3357,2,255,1
0,1480,0,3,4,0
22516,1,0,2,2,0
0,0,0,216,8,0
0,0,0,107,7,0
0,291,910,18,255,1
0,0,0,294,22,0
0,217,2126,7,255,1
0,229,2156,9,255,1
0,244,2576,8,255,1
0,230,1183,18,255,1
0,36,0,10,217,1
0,1,0,3,3,0
0,8,0,1,40,0
0,0,0,20,44,0
3661,88,17,0,225,1
0,318,2127,16,255,1
0,0,0,179,20,0
28,1069,3081,1,50,1
0,0,0,238,2,0
585,146,105,2,1,1
0,8,0,3,3,0
0,254,732,4,255,1
0,0,0,290,11,0
0,330,837,14,255,1
0,567,0,1,104,1
0,229,2004,34,255,1
0,0,0,24,11,0
0,0,0,120,18,0
0,0,0,89,11,0
0,516,4,249,249,1
0,324,1572,9,255,1
0,28,0,98,98,0
0,0,0,126,12,0
0,192,7925,23,255,1
0,0,0,50,13,0
0,42,42,6,250,1
0,245,1287,1,255,1
0,312,895,9,255,1
35,740,326,1,68,1
0,0,0,131,13,0
0,0,0,89,1,0
0,320,13936,17,255,1
0,211,2873,7,255,1
0,1363,0,19,48,1
0,28,0,8,8,0
0,44,131,127,255,1
0,0,0,262,17,0
0,0,0,242,2,0
8,1119,325,1,73,1
0,46,71,141,246,1
0,188,1291,14,55,1
0,334,0,2,41,0
0,0,0,104,1,0
0,0,0,101,20,0
0,0,0,201,1,0
0,0,0,290,1,0
0,336,1195,10,255,1
0,0,0,145,11,0
0,54540,8314,2,255,0
0,0,0,228,1,0
0,0,0,141,10,0
0,9,36,2,13,1
0,0,0,245,6,0
0,0,0,270,6,0
0,211,1733,9,255,1
0,0,0,1,1,0
0,238,1875,5,255,1
0,0,0,271,19,0
0,219,983,24,255,1
0,0,0,261,1,0
28,44,44,3,51,1
0,0,0,88,2,0
0,1032,0,511,229,0
0,0,0,275,6,0
0,0,0,188,2,0
0,313,285,6,255,1
0,43,72,267,224,1
0,46,46,13,254,1
0,44,78,200,255,1
0,215,296,13,255,1
0,1444,282,1,203,1
39353,1,0,2,2,0
0,44,110,1,130,1
0,0,0,244,18,0
0,0,0,248,2,0
0,0,0,272,8,0
0,0,0,270,6,0
0,225,2043,15,255,1
0,0,0,197,20,0
0,0,0,298,2,0
0,45,72,184,255,1
0,356,10033,2,255,1
1,865,339,1,103,1
0,205,1736,19,255,1
2,1931,330,1,97,1
0,0,0,359,1,0
0,329,633,3,255,1
4561,1,0,2,2,0
0,0,0,14,144,0
0,290,732,5,255,1
0,0,0,200,4,0
0,0,0,255,20,0
0,0,0,252,1,0
0,275,561,17,255,1
0,0,0,138,16,0
0,78,0,39,32,1
0,516,4,243,243,1
0,216,40238,12,255,1
0,0,0,1,1,0
1,1277,2451,1,137,0
0,225,1738,15,255,1
0,359,908,34,255,1
0,516,4,470,255,1
0,45,129,78,255,1
0,0,0,48,17,0
0,200,434,30,255,1
0,1610,401,1,94,1
0,322,4706,23,255,1
0,6062,0,1,89,1
0,0,0,203,16,0
0,358,2503,9,255,1
0,0,0,70,10,0
0,329,16313,10,255,1
0,0,0,22,53,0
0,0,0,195,1,0
0,0,0,275,9,0
0,1168,331,1,4,1
0,247,8550,1,255,1
0,0,0,511,1,0
1244,147,105,1,1,1
0,30,0,7,7,1
0,0,0,61,2,0
0,1032,0,508,155,0
0,0,0,1,2,0
0,0,0,179,18,0
0,308,1512,5,255,1
0,0,0,1,13,1
0,1032,0,511,93,0
0,1826,329,1,1,1
0,0,0,228,32,0
0,0,0,244,5,0
0,229,5013,1,255,1
0,8,0,1,71,0
0,236,397,3,255,1
0,1032,0,90,90,0
0,307,1158,5,255,1
0,0,0,213,21,0
0,1468,329,1,135,1
0,377,2937,52,255,1
0,177,5903,19,255,1
0,299,1427,5,255,1
0,0,0,250,4,0
0,0,0,117,12,0
0,0,0,75,8,0
0,228,452,7,255,1
0,337,282,3,237,1
0,0,0,288,5,0
0,212,1416,1,255,1
0,0,0,31,15,0
0,740,0,2,27,1
0,0,0,135,10,0
0,325,2616,85,255,1
2,1860,335,1,165,1
0,154,30570,1,255,1
0,0,0,244,20,0
0,0,0,149,3,0
0,0,0,100,2,0
0,282,1824,21,255,1
0,235,652,1,255,1
0,0,0,136,20,0
0,0,0,285,13,0
0,0,0,197,1,0
0,225,12922,11,255,1
0,0,0,1,255,1
0,186,780,14,255,1
0,567,0,1,7,1
0,0,0,149,17,0
0,8,0,1,33,0
0,44,130,141,254,1
0,159,48478,1,255,1
0,30,0,2,199,1
0,0,0,1,1,0
0,0,0,121,7,0
0,46,124,64,253,1
0,0,0,259,11,0
0,329,10253,1,255,1
0,0,0,122,5,0
0,1312,331,1,118,1
0,44,44,201,250,1
0,0,0,34,16,0
1,0,0,137,2,0
0,0,0,224,15,0
0,0,0,219,6,0
0,205,16702,1,255,1
0,105,146,7,239,1
0,310,2402,3,255,1
0,235,1380,6,219,1
0,362,901,8,255,1
0,227,2688,17,255,1
0,46,79,241,198,1
0,0,0,234,21,0
0,0,0,117,6,0
0,44,78,118,255,1
0,0,0,170,12,0
0,377,9949,2,255,1
0,0,0,245,14,0
0,16787,0,12,30,1
0,0,0,235,12,0
0,202,277,15,255,1
0,0,0,262,15,0
0,12983,0,2,65,1
0,46,46,183,255,1
0,282,8222,1,255,1
0,44,131,72,238,1
0,0,0,106,15,0
0,0,0,327,1,0
0,305,1049,19,255,1
0,259,9851,1,255,1
0,0,0,202,15,0
0,0,0,299,10,0
0,45,73,281,245,1
0,1032,0,364,40,0
0,0,0,10,49,0
0,0,0,10,144,0
3,1111,327,1,62,1
0,8,0,1,75,0
0,290,16199,3,255,1
0,0,0,271,11,0
0,267,1423,1,227,1
0,205,1694,12,255,1
0,0,0,1,255,1
0,0,0,1,1,0
0,328,6469,1,255,1
36721,1,0,2,2,0
0,0,0,235,2,0
0,0,0,122,6,0
0,0,0,2,138,1
0,0,0,11,33,0
0,276,872,3,255,1
0,0,0,42,44,0
0,0,0,1,247,1
0,0,0,202,7,0
0,250,491,1,100,1
0,8,0,1,1,0
0,227,4241,6,255,1
0,0,0,112,9,0
0,1676,337,1,118,1
0,0,0,190,20,0
0,0,0,124,2,0
0,356,7623,14,255,1
0,8,0,1,99,0
0,1,0,22,2,0
0,0,0,208,14,0
0,0,0,144,20,0
0,0,0,120,19,0
7,12151,1396,1,117,1
0,0,0,203,20,0
0,296,1647,18,255,1
0,1838,333,1,165,1
0,42,42,10,244,1
0,7,0,1,9,1
0,0,0,509,1,0
0,0,0,68,1,0
1,2152,332,1,147,1
0,0,0,2,255,1
0,1,0,18,2,0
0,1032,0,511,69,0
0,0,0,103,19,0
0,312,2288,6,244,1
0,284,488,3,255,1
0,199,19230,2,255,1
0,8,450,3,11,1
0,1765,370,1,240,1
0,748,0,1,87,1
0,0,0,111,11,0
0,245,39242,1,255,1
354,265,1913,1,15,1
0,0,0,474,1,0
0,165,19840,1,255,1
0,0,0,1,1,0
0,12,0,2,28,1
0,386,840,32,255,1
0,0,0,246,16,0
0,8,0,1,72,0
0,520,0,111,255,0
0,0,0,152,20,0
0,0,0,229,21,0
0,0,0,173,19,0
0,0,0,95,18,0
0,0,0,140,1,0
0,0,0,143,20,0
0,334,0,1,3,0
0,224,2385,5,255,1
0,0,0,15,61,0
0,0,0,32,15,0
0,0,0,132,7,0
0,0,0,120,21,0
0,145,0,1,1,1
0,0,0,237,14,0
0,1690,0,2,87,1
0,0,0,246,20,0
0,5558,0,15,21,1
0,0,0,131,17,0
0,249,1841,2,255,1
0,0,0,149,10,0
0,337,1112,13,255,1
0,307,470,30,255,1
0,308,5645,3,255,1
0,30,0,1,131,1
0,279,2708,5,255,1
1,1003,327,1,144,1
0,0,0,146,17,0
0,310,3222,1,244,1
0,318,1340,18,255,1
0,78,0,14,13,1
0,0,0,204,15,0
0,44,136,178,34,1
0,200,626,2,255,1
0,29,0,1,45,1
0,0,0,71,8,0
0,0,0,259,2,0
0,0,0,269,1,0
0,0,0,209,19,0
0,0,0,278,8,0
0,334,0,2,42,0
0,36,0,1,30,1
0,0,0,38,11,0
0,54540,8314,3,93,0
0,0,0,123,16,0
0,323,10840,4,255,1
0,345,9887,2,255,1
0,0,0,237,11,0
0,175337,0,2,92,1
0,54540,8314,5,182,0
0,0,0,122,9,0
13,129,2040,5,1,1
0,975,333,1,171,1
0,0,0,280,1,0
0,8,0,1,86,0
0,238,453,9,255,1
0,0,0,262,12,0
0,0,0,119,39,0
1,1444,479,1,10,1
0,40494,0,10,100,1
0,78,0,57,12,1
11781,7784,14630,1,44,1
0,152,8156,6,255,1
0,0,0,104,12,0
0,239,3530,10,255,1
0,105,0,1,14,1
0,1,0,38,13,0
0,336,1249,6,255,1
0,0,0,298,13,0
0,205,1003,5,255,1
0,221,3634,1,255,1
0,0,0,266,5,0
0,290,3606,6,255,1
0,46,128,216,179,1
0,0,0,228,9,0
0,18,0,1,10,0
0,0,0,221,8,0
0,54540,8314,2,194,0
111,95,37,2,44,1
0,30,0,2,5,1
0,0,0,60,18,0
0,0,0,368,1,0
0,294,2144,18,255,1
0,231,1046,12,255,1
0,0,0,511,1,0
13498,2782,32287,1,9,1
0,204,2531,7,189,1
0,0,0,266,13,0
0,8,0,1,87,0
0,339,10318,5,255,1
0,0,0,131,1,0
0,0,0,272,18,0
2640,147,105,7,3,1
0,144,193,1,255,1
0,1153,0,2,6,1
0,0,0,289,15,0
0,266,2719,2,193,1
0,0,0,265,4,0
0,293,1506,15,255,1
0,0,0,42,3,0
0,0,0,2,115,1
0,264,361,12,255,1
0,209,9161,1,255,1
0,45,73,113,255,1
0,0,0,272,16,0
0,241,1899,15,78,1
0,209,1965,35,255,1
0,105,147,1,70,1
0,0,0,105,17,0
0,0,0,101,1,0
0,28,0,74,74,0
0,183,0,2,7,1
0,221,1645,8,255,1
0,174,18123,6,255,1
0,298,3411,2,255,1
0,0,0,263,3,0
1,6004,344,1,208,1
0,0,0,16,41,0
0,0,0,248,6,0
0,0,0,113,6,0
0,216,4435,4,255,1
0,244,576,18,255,1
0,0,0,396,1,0
0,0,0,153,11,0
0,44,44,134,254,1
0,193,320,4,255,1
0,0,0,33,56,0
0,2881,0,2,23,1
0,316,2029,9,255,1
0,28,0,65,65,0
0,334,0,1,44,0
0,227,5835,6,255,1
0,8,0,1,41,0
0,8,0,1,55,0
0,302,2430,2,255,1
0,0,0,108,9,0
0,0,0,170,18,0
0,43,133,280,210,1
0,0,0,103,19,0
0,215,0,1,149,0
0,1032,0,511,195,0
0,209,2445,5,255,1
0,0,0,159,24,0
0,168,717,1,255,1
0,0,0,297,10,0
0,44,132,149,255,1
0,279,506,4,255,1
0,0,0,2,1,0
0,0,0,125,9,0
0,205,285,12,255,1
0,220,2439,9,255,1
0,0,0,223,18,0
0,0,0,268,7,0
0,146,0,1,2,1
0,0,0,293,1,0
0,0,0,191,25,0
0,0,0,1,18,1
0,0,0,510,1,0
0,200,1726,4,255,1
0,0,0,233,7,0
0,59,0,12,1,1
0,42,138,69,254,1
0,9,0,1,87,1
0,244,5214,8,255,1
0,0,0,269,19,0
0,303,15574,11,255,1
1,1861,327,1,192,1
540,449,16294,1,1,1
0,215,15520,3,255,1
0,0,0,125,15,0
0,219,475,13,153,1
0,0,0,141,12,0
0,209,741,31,255,1
0,224,577,4,255,1
0,233,2678,2,255,1
0,0,0,1,1,0
0,339,7769,2,255,1
0,34,34,2,242,1
0,0,0,1,28,1
0,7233,0,9,53,1
0,0,0,178,17,0
0,0,0,173,1,0
0,0,0,1,1,0
0,220,3002,1,90,1
0,289,18899,10,255,1
0,0,0,143,19,0
0,11925,1430,1,178,1
0,321,1879,8,255,1
0,12,0,1,53,1
0,227,421,2,255,1
0,0,0,221,5,0
0,0,0,104,17,0
0,6800,398,1,43,1
0,0,0,113,11,0
0,0,0,122,4,0
0,0,0,131,19,0
0,250,2172,4,255,1
0,255,2042,6,255,1
0,0,0,509,1,0
32,1060,3081,1,56,1
0,234,0,1,255,1
0,1032,0,511,78,0
0,1,0,16,6,0
28,44,44,4,114,1
0,8,0,1,129,0
0,346,11317,5,255,1
0,224,834,11,255,1
0,0,0,239,7,0
0,263,1228,35,255,1
0,232,13877,23,255,1
0,0,0,215,15,0
0,0,0,131,18,0
0,0,0,266,10,0
0,1094,393,1,18,1
0,214,288711,1,255,1
0,0,0,39,57,0
0,0,0,215,16,0
0,267,451,6,255,1
0,0,0,236,6,0
0,0,0,185,16,0
0,144,584,1,255,1
0,0,0,114,5,0
0,2099,0,1,8,1
1,981,334,1,236,1
0,226,2507,5,251,1
0,167,9518,3,255,1
0,0,0,257,5,0
0,0,0,95,12,0
0,0,0,115,1,0
0,312,5366,15,255,1
0,0,0,49,64,0
0,0,0,228,2,0
1,848,330,1,54,1
0,12,0,1,74,1
0,30,0,1,170,1
0,0,0,1,1,0
0,42,42,225,255,1
0,1045,482,1,40,1
0,7077,0,10,79,1
0,9,36,1,8,1
0,297,5260,13,255,1
0,236,327,7,255,1
0,0,0,1,255,1
0,0,0,246,7,0
0,46,79,255,220,1
0,0,0,242,4,0
0,339,326,14,255,1
0,0,0,38,12,0
0,30,0,1,131,1
0,0,0,149,20,0
0,0,0,220,16,0
0,305,2240,2,248,1
0,0,0,92,7,0
0,0,0,115,8,0
0,0,0,11,5,0
0,157,2735,2,104,1
0,147,0,3,1,1
0,259,290,40,255,1
0,0,0,97,16,0
0,8,0,1,226,0
0,0,0,126,1,0
0,229,2507,6,237,1
0,222,310,5,255,1
0,105,147,9,181,1
0,45,120,217,174,1
0,1032,0,511,15,0
0,223,10446,6,255,1
0,0,0,198,2,0
0,222,5162,3,255,1
0,288,10834,4,255,1
0,1032,0,509,179,0
0,0,0,119,27,0
0,0,0,300,12,0
0,46,46,120,255,1
0,235,632,4,255,1
0,208,8422,17,255,1
0,183,0,2,34,1
0,0,0,2,255,1
0,0,0,180,12,0
0,0,0,1,37,1
0,495,0,1,86,1
0,0,0,288,20,0
0,274,970,2,255,1
0,224,975,19,255,1
18632,5095,26990,1,104,1
27,12983,0,1,1,1
0,12045,1429,1,168,1
0,0,0,284,14,0
0,8,0,1,57,0
0,0,0,1,37,1
0,199,1712,9,255,1
0,0,0,144,18,0
0,43,132,74,208,1
0,360,1541,1,255,1
0,105,146,1,254,1
0,1,0,44,37,0
0,0,0,242,20,0
0,235,618,4,255,1
0,0,0,467,1,0
0,147,0,4,1,1
0,294,4295,11,255,1
0,0,0,235,1,0
0,0,0,149,11,0
0,8,0,1,103,0
0,0,0,286,2,0
0,219,579,10,238,1
0,44,78,195,206,1
0,0,0,115,7,0
0,28,0,69,69,0
0,148,2523,2,255,1
0,0,0,220,16,0
0,11,0,2,112,1
0,0,0,1,59,1
10,955,337,1,123,1
0,1032,0,511,237,0
0,0,0,272,10,0
0,220,731,10,124,1
0,1042,329,1,163,1
12653,1,0,2,2,0
0,46,46,46,101,1
0,0,0,102,19,0
26,287,903,1,17,1
5605,147,105,1,1,1
0,0,0,287,14,0
0,1,0,13,1,0
0,3909,0,5,94,1
0,8,0,1,23,0
0,0,0,1,191,1
0,192,0,2,64,1
0,8,0,1,66,0
0,314,9284,16,255,1
0,0,0,134,9,0
0,0,0,97,17,0
0,310,5717,1,255,1
0,0,0,150,20,0
0,8,0,1,19,0
0,198,1215,2,255,1
0,8,0,1,47,0
0,83220,0,5,40,1
0,319,983,15,255,1
0,1322,331,1,178,1
36204,1,0,2,2,0
0,0,0,163,2,0
0,310,3222,5,246,1
0,1032,0,511,231,0
0,45,77,140,248,1
0,0,0,125,7,0
0,334,0,1,15,0
2470,147,105,1,1,1
0,0,0,252,16,0
0,0,0,144,20,0
0,157,0,2,101,1
0,0,0,46,38,0
0,0,0,133,7,0
0,0,0,235,11,0
0,323,1271,9,255,1
4848,1,0,2,2,0
0,0,0,104,20,0
0,0,0,244,19,0
0,0,0,2,1,0
0,0,0,296,19,0
0,0,0,106,14,0
0,0,0,110,19,0
0,0,0,249,13,0
0,132,43,265,121,1
0,1,0,23,56,0
0,0,0,24,66,0
0,0,0,258,14,0
4106,147,105,4,2,1
3,889,328,1,155,1
0,43,130,218,181,1
0,0,0,138,5,0
0,178,1745,7,255,1
0,0,0,266,18,0
0,370,7931,2,255,1
0,235,1380,5,253,1
0,0,0,297,13,0
0,44,128,188,186,1
0,86,0,1,20,1
0,215,6154,4,255,1
1,754,328,1,132,1
0,192,0,2,14,1
0,0,0,245,1,0
0,54540,8314,2,204,0
0,363,333,15,255,1
0,0,0,54,63,0
0,42,42,9,247,1
0,0,0,271,19,0
0,0,0,1,1,0
0,0,0,66,71,0
0,18,0,1,141,0
0,1,0,21,23,0
0,232,933,13,255,1
0,0,0,219,10,0
0,306,885,8,255,1
7765,147,105,4,2,1
0,284,4834,1,6,1
0,0,0,115,20,0
0,0,0,311,1,0
0,298,432,1,255,1
0,18,0,1,151,0
0,0,0,115,19,0
0,0,0,55,62,0
0,8,0,1,14,0
0,0,0,158,16,0
0,368,451,5,255,1
0,291,303,14,255,1
4005,147,105,2,2,1
0,217,3234,2,255,1
0,0,0,235,6,0
0,164,1926,1,255,1
0,345,515,7,255,1
14,108,4949,1,1,1
0,0,0,97,13,0
0,920,370,1,72,1
0,0,0,145,5,0
0,0,0,132,2,0
0,4539,0,17,67,1
0,180,16409,4,255,1
0,635,330,1,166,1
0,0,0,117,10,0
0,0,0,116,8,0
0,8,0,1,37,0
0,235,608,5,255,1
0,0,0,238,12,0
0,44,127,79,254,1
0,311,863,8,255,1
0,304,420,4,255,1
0,0,0,170,4,0
0,1214,0,1,67,1
0,0,0,234,8,0
0,28,0,82,82,0
0,44,132,85,255,1
6,1262,331,1,87,1
0,0,0,259,18,0
0,285,3623,14,228,1
0,0,0,262,6,0
0,0,0,226,4,0
2,2194619,0,2,78,1
0,0,0,204,19,0
0,216,9146,23,255,1
0,202,777,23,255,1
0,0,0,227,1,0
0,40494,0,12,55,1
0,0,0,264,18,0
0,0,0,6,88,0
0,243,10530,1,255,1
0,991,334,1,150,1
0,205,7623,6,255,1
0,310,1421,18,255,1
13558,1,0,2,2,0
0,0,0,271,12,0
0,197,5790,23,255,1
0,219,309,11,255,1
0,2183,335,1,170,1
0,0,0,129,21,0
0,0,0,284,20,0
0,227,392,5,255,1
0,217,2072,27,255,1
0,209,3918,5,255,1
0,0,0,217,9,0
0,0,0,179,16,0
0,0,0,280,4,0
32,959,2720,1,22,1
0,299,479,17,255,1
0,105,146,5,225,1
0,129,0,7,25,1
0,0,0,297,20,0
0,211,274,23,255,1
5330,1,0,2,2,0
0,1163,362,1,178,1
14502,1,0,2,2,0
0,0,0,263,25,0
0,0,0,202,11,0
0,28,0,27,127,0
0,219,1875,2,255,1
0,9,0,1,7,1
0,0,0,2,255,1
30,1429,4152,1,51,1
0,302,2698,1,216,1
0,221,17014,10,255,1
0,1848,333,1,120,1
0,35,0,2,20,1
28,44,44,4,121,1
0,242,971,2,249,1
0,296,694,8,255,1
0,46,132,80,250,1
0,0,0,131,7,0
0,181,0,2,51,1
0,936,328,1,177,1
0,45,130,4,254,1
0,192,0,2,44,1
0,0,0,112,8,0
0,28,0,8,75,0
0,0,0,131,11,0
0,0,0,2,1,0
0,206,2607,26,255,1
0,0,0,127,18,0
0,0,0,295,11,0
0,1363,330,1,192,1
0,316,362,27,255,1
0,0,0,92,10,0
0,0,0,232,8,0
0,0,0,143,19,0
0,48,48,1,6,1
10,10,39,1,8,1
0,0,0,281,13,0
0,0,0,144,15,0
0,200,1260,11,255,1
3302,145,105,2,2,1
0,14,39,1,2,1
0,348,2170,9,255,1
0,105,147,9,242,1
0,0,0,124,1,0
0,287,7384,22,255,1
0,285,4674,3,255,1
0,0,0,94,24,0
0,183,3376,6,255,1
0,1032,0,511,219,0
0,501760,0,2,55,1
17,977,370,1,155,1
0,0,0,216,1,0
0,0,0,102,24,0
0,0,0,266,15,0
0,235,18986,8,255,1
0,45,76,273,254,1
31561,1,0,2,2,0
0,233,643,5,255,1
0,7422,0,15,21,1
0,0,0,1,255,1
0,196,578,22,255,1
0,0,0,486,1,0
5618,147,105,1,1,1
1,692,328,1,112,1
0,169,19735,3,255,1
0,181,0,5,64,1
0,35,0,1,20,1
0,1,0,2,2,0
0,0,0,255,8,0
0,213,9186,1,255,1
0,516,4,469,255,1
17044,146,105,1,1,1
0,0,0,1,255,1
0,0,0,96,1,0
26808,1,0,2,2,0
0,185,584,1,255,1
0,0,0,272,12,0
0,0,0,1,254,1
0,0,0,222,1,0
0,0,0,372,1,0
0,643,330,1,171,1
0,217,1818,27,255,1
0,0,0,253,22,0
0,261,10939,1,255,1
0,0,0,46,11,0
0,1032,0,511,69,0
0,301,4556,1,255,1
0,0,0,134,5,0
0,0,0,50,64,0
0,209,2552,6,255,1
15908,888,43963,1,83,1
0,1032,0,511,188,0
0,220,4123,6,255,1
0,0,0,207,2,0
0,965,0,11,108,1
0,45,79,261,254,1
0,208,17733,12,255,1
0,8,0,1,27,0
0,44,123,72,171,1
0,0,0,76,15,0
0,0,0,270,7,0
0,281,1639,17,255,1
0,40494,0,12,22,1
0,343,3800,3,255,1
0,0,0,163,19,0
1,3696,328,1,161,1
0,238,753,4,255,1
0,0,0,1,255,1
0,0,0,2,1,0
0,343,609,13,255,1
0,45,79,285,254,1
0,0,0,271,1,0
0,0,0,1,2,0
0,904,335,1,134,1
0,44,79,284,209,1
0,0,0,222,12,0
0,0,0,7,5,0
0,12500,1427,1,129,1
0,200,328,3,172,1
0,182,0,2,1,1
0,1032,0,511,184,0
0,0,0,1,66,1
0,0,0,128,12,0
0,1,0,12,12,0
0,1172,329,2,180,1
0,0,0,80,19,0
0,1032,0,511,155,0
0,45,135,74,239,1
0,300,486,29,255,1
0,1,0,39,40,0
0,0,0,1,250,1
0,54540,8314,3,14,0
0,12983,0,2,7,1
0,1,0,15,15,0
0,105,147,1,237,1
0,253,706,5,255,1
0,0,0,208,4,0
0,0,0,2,1,0
0,0,0,252,18,0
0,263,10939,1,255,1
0,245,0,2,10,1
0,0,0,101,10,0
0,0,0,16,69,0
0,0,0,244,22,0
0,26408,0,2,74,1
0,0,0,120,19,0
12913,97,2487,1,1,1
0,0,0,202,1,0
0,0,0,231,1,0
0,863,337,1,186,1
0,232,3390,31,255,1
0,222,12656,3,255,1
0,0,0,102,18,0
12,3466,375,1,99,1
0,192,0,1,86,1
0,30,0,1,91,1
0,18,0,1,4,0
0,8,0,1,146,0
0,335,595,7,255,1
0,315,369,13,255,1
0,0,0,237,4,0
0,274,4089,7,255,1
0,0,0,2,1,0
0,54540,8314,4,85,0
0,8,0,1,103,0
0,315,2084,10,255,1
0,0,0,1,233,1
0,170,11680,1,255,1
40,1188,332,1,217,1
0,0,0,219,8,0
0,214,1472,2,255,1
0,0,0,2,1,0
0,0,0,7,3,0
0,0,0,509,1,0
0,206,1694,7,255,1
30699,1,0,2,2,0
0,303,8670,3,255,1
0,160,1838,4,255,1
0,0,0,58,63,0
0,42,42,4,225,1
0,520,0,369,255,0
0,89,0,1,8,1
0,0,0,177,4,0
0,0,0,142,16,0
0,8,0,1,133,0
0,942,330,1,169,1
0,43,43,149,229,1
715,416,538,1,255,1
0,217,1472,11,255,1
0,0,0,65,64,0
0,54540,8314,1,29,0
0,54540,8314,4,65,0
0,1342,0,6,34,1
1,1519,326,1,37,1
0,12,0,1,5,1
0,18,0,2,199,0
0,212,1744,3,255,1
4848,147,105,1,1,1
0,0,0,230,2,0
0,1,0,35,67,0
0,214,392,29,231,1
0,0,0,248,2,0
0,259,1159,7,255,1
0,237,3685,1,255,1
0,315,405,7,255,1
0,0,0,117,16,0
0,297,362,4,255,1
2,738,328,1,66,1
0,105,0,1,133,1
0,45,119,110,227,1
0,8,0,1,112,0
0,246,1610,7,255,1
1310,146,105,3,2,1
